Date,Source,Site ID,POC,val,UNITS,DAILY_AQI_VALUE,Site_Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
2018-01-12,AQS,340130003,1,41,ppb,39,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-13,AQS,340130003,1,27,ppb,25,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-14,AQS,340130003,1,15,ppb,14,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-15,AQS,340130003,1,33,ppb,31,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-16,AQS,340130003,1,44,ppb,42,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-17,AQS,340130003,1,34,ppb,32,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-18,AQS,340130003,1,43,ppb,41,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-19,AQS,340130003,1,45,ppb,42,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-20,AQS,340130003,1,43,ppb,41,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-21,AQS,340130003,1,47,ppb,44,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-22,AQS,340130003,1,52,ppb,49,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-23,AQS,340130003,1,48,ppb,45,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-24,AQS,340130003,1,15,ppb,14,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-25,AQS,340130003,1,26,ppb,25,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-26,AQS,340130003,1,37,ppb,35,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-27,AQS,340130003,1,36,ppb,34,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-28,AQS,340130003,1,23,ppb,22,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-29,AQS,340130003,1,29,ppb,27,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-30,AQS,340130003,1,26,ppb,25,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-01-31,AQS,340130003,1,25,ppb,24,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-01,AQS,340130003,1,38,ppb,36,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-02,AQS,340130003,1,27,ppb,25,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-03,AQS,340130003,1,22,ppb,21,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-04,AQS,340130003,1,42,ppb,40,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-05,AQS,340130003,1,32,ppb,30,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-06,AQS,340130003,1,41,ppb,39,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-07,AQS,340130003,1,51,ppb,48,Newark Firehouse,18,75,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-08,AQS,340130003,1,31,ppb,29,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-09,AQS,340130003,1,47,ppb,44,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-10,AQS,340130003,1,50,ppb,47,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-11,AQS,340130003,1,42,ppb,40,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-12,AQS,340130003,1,14,ppb,13,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-13,AQS,340130003,1,28,ppb,26,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-14,AQS,340130003,1,35,ppb,33,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-15,AQS,340130003,1,26,ppb,25,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-16,AQS,340130003,1,25,ppb,24,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-17,AQS,340130003,1,44,ppb,42,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-18,AQS,340130003,1,43,ppb,41,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-19,AQS,340130003,1,43,ppb,41,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-20,AQS,340130003,1,38,ppb,36,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-21,AQS,340130003,1,26,ppb,25,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-22,AQS,340130003,1,18,ppb,17,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-23,AQS,340130003,1,34,ppb,32,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-24,AQS,340130003,1,23,ppb,22,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-25,AQS,340130003,1,21,ppb,20,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-26,AQS,340130003,1,46,ppb,43,Newark Firehouse,22,92,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-27,AQS,340130003,1,34,ppb,32,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-02-28,AQS,340130003,1,43,ppb,41,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-01,AQS,340130003,1,46,ppb,43,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-02,AQS,340130003,1,14,ppb,13,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-03,AQS,340130003,1,8,ppb,8,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-04,AQS,340130003,1,10,ppb,9,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-05,AQS,340130003,1,19,ppb,18,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-06,AQS,340130003,1,35,ppb,33,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-07,AQS,340130003,1,24,ppb,23,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-08,AQS,340130003,1,22,ppb,21,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-09,AQS,340130003,1,25,ppb,24,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-10,AQS,340130003,1,18,ppb,17,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-11,AQS,340130003,1,26,ppb,25,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-12,AQS,340130003,1,26,ppb,25,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-13,AQS,340130003,1,15,ppb,14,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-14,AQS,340130003,1,19,ppb,18,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-15,AQS,340130003,1,16,ppb,15,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-16,AQS,340130003,1,17,ppb,16,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-17,AQS,340130003,1,18,ppb,17,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-18,AQS,340130003,1,43,ppb,41,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-19,AQS,340130003,1,46,ppb,43,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-20,AQS,340130003,1,28,ppb,26,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-21,AQS,340130003,1,14,ppb,13,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-22,AQS,340130003,1,32,ppb,30,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-23,AQS,340130003,1,17,ppb,16,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-24,AQS,340130003,1,10,ppb,9,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-25,AQS,340130003,1,22,ppb,21,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-26,AQS,340130003,1,31,ppb,29,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-27,AQS,340130003,1,38,ppb,36,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-28,AQS,340130003,1,32,ppb,30,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-29,AQS,340130003,1,34,ppb,32,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-30,AQS,340130003,1,46,ppb,43,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-03-31,AQS,340130003,1,12,ppb,11,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-01,AQS,340130003,1,13,ppb,12,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-02,AQS,340130003,1,39,ppb,37,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-03,AQS,340130003,1,39,ppb,37,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-04,AQS,340130003,1,40,ppb,38,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-05,AQS,340130003,1,39,ppb,37,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-06,AQS,340130003,1,47,ppb,44,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-07,AQS,340130003,1,8,ppb,8,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-08,AQS,340130003,1,9,ppb,8,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-09,AQS,340130003,1,23,ppb,22,Newark Firehouse,22,92,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-10,AQS,340130003,1,19,ppb,18,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-11,AQS,340130003,1,42,ppb,40,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-12,AQS,340130003,1,49,ppb,46,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-13,AQS,340130003,1,19,ppb,18,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-14,AQS,340130003,1,24,ppb,23,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-15,AQS,340130003,1,8,ppb,8,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-16,AQS,340130003,1,20,ppb,19,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-17,AQS,340130003,1,9,ppb,8,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-18,AQS,340130003,1,33,ppb,31,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-19,AQS,340130003,1,26,ppb,25,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-20,AQS,340130003,1,8,ppb,8,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-21,AQS,340130003,1,18,ppb,17,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-22,AQS,340130003,1,44,ppb,42,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-23,AQS,340130003,1,46,ppb,43,Newark Firehouse,23,96,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-28,AQS,340130003,1,24,ppb,23,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-04-29,AQS,340130003,1,9,ppb,8,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-08,AQS,340130003,1,31,ppb,29,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-09,AQS,340130003,1,51,ppb,48,Newark Firehouse,19,79,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-10,AQS,340130003,1,37,ppb,35,Newark Firehouse,18,75,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-11,AQS,340130003,1,26,ppb,25,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-12,AQS,340130003,1,25,ppb,24,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-13,AQS,340130003,1,20,ppb,19,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-14,AQS,340130003,1,38,ppb,36,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-15,AQS,340130003,1,32,ppb,30,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-16,AQS,340130003,1,30,ppb,28,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-17,AQS,340130003,1,27,ppb,25,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-18,AQS,340130003,1,26,ppb,25,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-19,AQS,340130003,1,25,ppb,24,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-20,AQS,340130003,1,23,ppb,22,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-21,AQS,340130003,1,19,ppb,18,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-22,AQS,340130003,1,49,ppb,46,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-23,AQS,340130003,1,21,ppb,20,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-24,AQS,340130003,1,16,ppb,15,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-25,AQS,340130003,1,31,ppb,29,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-26,AQS,340130003,1,21,ppb,20,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-27,AQS,340130003,1,7,ppb,7,Newark Firehouse,21,88,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-28,AQS,340130003,1,28,ppb,26,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-29,AQS,340130003,1,57,ppb,54,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-30,AQS,340130003,1,44,ppb,42,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
2018-05-31,AQS,340130003,1,24,ppb,23,Newark Firehouse,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,013,Essex,40.720989,-74.192892
